"id","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at","customer_id","executive_id","followup_date_en","followup_date_np","followup_mode","followup_status","followup_notes","next_followup","next_followup_date_en","next_followup_date_np"
"368","106","106","\N","2016-12-27 11:27:45","2017-02-05 15:09:35","\N","3096","6","2017-02-05","2073-10-23","Phone","In Progress","Waiting for bank DO.","f","\N","\N"
"309","106","106","\N","2016-12-25 17:40:20","2017-02-06 13:18:53","\N","3038","6","2017-02-06","2073-10-24","Phone","Completed","","f","\N","\N"
"385","116","116","\N","2016-12-27 17:53:39","2016-12-27 17:53:39","\N","3109","12","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"386","109","109","\N","2016-12-27 17:55:58","2016-12-27 17:55:58","\N","3110","9","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"387","109","109","\N","2016-12-27 17:57:08","2016-12-27 17:57:08","\N","3111","9","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"388","108","108","\N","2016-12-27 17:59:00","2016-12-27 17:59:00","\N","3112","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"389","108","108","\N","2016-12-27 18:00:17","2016-12-27 18:00:17","\N","3113","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"390","108","108","\N","2016-12-27 18:01:32","2016-12-27 18:01:32","\N","3114","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"391","108","108","\N","2016-12-27 18:03:35","2016-12-27 18:03:35","\N","3115","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"392","108","108","\N","2016-12-27 18:04:48","2016-12-27 18:04:48","\N","3116","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"393","108","108","\N","2016-12-27 18:06:14","2016-12-27 18:06:14","\N","3117","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"394","108","108","\N","2016-12-27 18:07:24","2016-12-27 18:07:24","\N","3118","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"395","108","108","\N","2016-12-27 18:08:25","2016-12-27 18:08:25","\N","3119","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"396","111","111","\N","2016-12-28 14:42:43","2016-12-28 14:42:43","\N","3120","11","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"397","111","111","\N","2016-12-28 14:44:19","2016-12-28 14:44:19","\N","3121","11","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"398","111","111","\N","2016-12-28 14:45:31","2016-12-28 14:45:31","\N","3122","11","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"399","108","108","\N","2016-12-28 14:47:32","2016-12-28 14:47:32","\N","3123","8","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"400","108","108","\N","2016-12-28 14:49:02","2016-12-28 14:49:02","\N","3124","8","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"401","108","108","\N","2016-12-28 14:53:08","2016-12-28 14:53:08","\N","3125","8","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"402","108","108","\N","2016-12-28 14:55:20","2016-12-28 14:55:20","\N","3126","8","2016-12-29","2073-09-14","\N","Open","\N","\N","\N","\N"
"403","110","110","\N","2016-12-28 15:00:07","2016-12-28 15:00:07","\N","3127","10","2016-12-30","2073-09-15","\N","Open","\N","\N","\N","\N"
"404","107","107","\N","2016-12-28 16:40:33","2016-12-28 16:40:33","\N","3128","7","2016-10-22","2073-07-06","\N","Open","\N","\N","\N","\N"
"405","107","107","\N","2016-12-28 16:44:13","2016-12-28 16:44:13","\N","3129","7","2016-10-24","2073-07-08","\N","Open","\N","\N","\N","\N"
"406","107","107","\N","2016-12-28 16:46:27","2016-12-28 16:46:27","\N","3130","7","2016-10-24","2073-07-08","\N","Open","\N","\N","\N","\N"
"407","107","107","\N","2016-12-28 16:48:59","2016-12-28 16:48:59","\N","3131","7","2016-10-26","2073-07-10","\N","Open","\N","\N","\N","\N"
"408","107","107","\N","2016-12-28 16:51:05","2016-12-28 16:51:05","\N","3132","7","2016-10-26","2073-07-10","\N","Open","\N","\N","\N","\N"
"409","107","107","\N","2016-12-28 16:53:54","2016-12-28 16:53:54","\N","3133","7","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"410","106","106","\N","2016-12-28 16:55:47","2016-12-28 16:55:47","\N","2931","6","2016-12-27","2073-09-12","Visit","Completed","Vehicle delivered to customer.","f","\N","\N"
"411","106","106","\N","2016-12-28 17:03:04","2016-12-28 17:03:04","\N","3098","6","2016-12-20","2073-09-05","Email","Completed","Send quotation","f","\N","\N"
"412","105","105","\N","2016-12-28 17:04:59","2016-12-28 17:04:59","\N","3134","5","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"413","105","105","\N","2016-12-28 17:06:58","2016-12-28 17:06:58","\N","3135","5","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"414","103","103","\N","2016-12-28 17:12:51","2016-12-28 17:12:51","\N","3045","3","2016-12-28","2073-09-13","Phone","In Progress","will visit tomorrow for Quotation","t","2016-12-29","2073-09-14"
"418","103","103","\N","2016-12-28 17:25:35","2016-12-28 17:25:35","\N","3138","3","2016-12-28","2073-09-13","Others","In Progress","WILL VISIT TOMORROW FOR DELIVERY","t","2016-12-29","2073-09-14"
"419","107","107","\N","2016-12-28 17:42:34","2016-12-28 17:42:34","\N","3139","7","2016-10-26","2073-07-10","\N","Open","\N","\N","\N","\N"
"420","107","107","\N","2016-12-28 17:45:06","2016-12-28 17:45:06","\N","3140","7","2016-10-31","2073-07-15","\N","Open","\N","\N","\N","\N"
"421","107","107","\N","2016-12-28 17:47:36","2016-12-28 17:47:36","\N","3141","7","2016-10-26","2073-07-10","\N","Open","\N","\N","\N","\N"
"422","107","107","\N","2016-12-28 18:12:44","2016-12-28 18:12:44","\N","3142","7","2016-11-12","2073-07-27","\N","Open","\N","\N","\N","\N"
"423","107","107","\N","2016-12-28 18:15:02","2016-12-28 18:15:02","\N","3143","7","2016-11-13","2073-07-28","\N","Open","\N","\N","\N","\N"
"424","107","107","\N","2016-12-28 18:20:43","2016-12-28 18:20:43","\N","3144","7","2016-11-14","2073-07-29","\N","Open","\N","\N","\N","\N"
"425","107","107","\N","2016-12-28 18:25:06","2016-12-28 18:25:06","\N","3145","7","2016-11-14","2073-07-29","\N","Open","\N","\N","\N","\N"
"426","107","107","\N","2016-12-28 18:38:20","2016-12-28 18:38:20","\N","3146","7","2016-11-14","2073-07-29","\N","Open","\N","\N","\N","\N"
"427","107","107","\N","2016-12-28 18:53:12","2016-12-28 18:53:12","\N","3147","7","2016-11-14","2073-07-29","\N","Open","\N","\N","\N","\N"
"428","116","116","\N","2016-12-29 11:25:36","2016-12-29 11:25:36","\N","3148","12","2016-11-06","2073-07-21","\N","Open","\N","\N","\N","\N"
"429","116","116","\N","2016-12-29 11:36:54","2016-12-29 11:36:54","\N","3149","12","2016-11-06","2073-07-21","\N","Open","\N","\N","\N","\N"
"430","116","116","\N","2016-12-29 11:39:44","2016-12-29 11:39:44","\N","3150","12","2016-11-06","2073-07-21","\N","Open","\N","\N","\N","\N"
"431","116","116","\N","2016-12-29 11:43:05","2016-12-29 11:43:05","\N","3151","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"432","116","116","\N","2016-12-29 11:45:11","2016-12-29 11:45:11","\N","3152","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"433","116","116","\N","2016-12-29 11:47:22","2016-12-29 11:47:22","\N","3153","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"434","116","116","\N","2016-12-29 11:48:59","2016-12-29 11:48:59","\N","3154","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"435","116","116","\N","2016-12-29 11:50:49","2016-12-29 11:50:49","\N","3155","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"436","116","116","\N","2016-12-29 11:52:49","2016-12-29 11:52:49","\N","3156","12","2016-11-07","2073-07-22","\N","Open","\N","\N","\N","\N"
"437","116","116","\N","2016-12-29 11:59:20","2016-12-29 11:59:20","\N","3157","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"438","116","116","\N","2016-12-29 12:01:03","2016-12-29 12:01:03","\N","3158","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"439","116","116","\N","2016-12-29 12:03:03","2016-12-29 12:03:03","\N","3159","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"440","116","116","\N","2016-12-29 12:07:46","2016-12-29 12:07:46","\N","3160","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"441","116","116","\N","2016-12-29 12:09:27","2016-12-29 12:09:27","\N","3161","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"442","116","116","\N","2016-12-29 12:11:37","2016-12-29 12:11:37","\N","3162","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"443","116","116","\N","2016-12-29 12:13:56","2016-12-29 12:13:56","\N","3163","12","2016-11-09","2073-07-24","\N","Open","\N","\N","\N","\N"
"444","106","106","\N","2016-12-29 12:31:08","2016-12-29 12:31:08","\N","2766","6","2016-12-29","2073-09-14","Phone","In Progress","Will send DO within this week.","f","\N","\N"
"445","116","116","\N","2016-12-29 12:37:50","2016-12-29 12:37:50","\N","3164","12","2016-12-10","2073-08-25","\N","Open","\N","\N","\N","\N"
"447","116","116","\N","2016-12-29 13:17:14","2016-12-29 13:17:14","\N","3165","12","2016-11-10","2073-07-25","\N","Open","\N","\N","\N","\N"
"318","103","103","\N","2016-12-26 10:06:14","2016-12-29 15:46:03","\N","3047","3","2016-12-25","2073-09-10","Phone","In Progress","WILL CALL BACK","t","2016-12-30","2073-09-15"
"448","116","116","\N","2016-12-29 16:07:37","2016-12-29 16:07:37","\N","3166","12","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"449","111","111","\N","2016-12-29 16:09:27","2016-12-29 16:09:27","\N","3167","11","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"450","108","108","\N","2016-12-29 16:11:51","2016-12-29 16:11:51","\N","3168","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"451","108","108","\N","2016-12-29 16:16:35","2016-12-29 16:16:35","\N","3169","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"290","105","105","\N","2016-12-25 16:34:10","2016-12-29 16:26:47","\N","3020","5","2016-12-25","2073-09-10","Phone","Open","will be visiting monday","t","2017-01-02","2073-09-18"
"452","108","108","\N","2016-12-29 16:28:28","2016-12-29 16:28:28","\N","3170","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"453","103","103","\N","2016-12-29 16:43:58","2016-12-29 16:43:58","\N","3137","3","2016-12-29","2073-09-14","Phone","Completed","wrong number","f","\N","\N"
"455","103","103","\N","2016-12-29 16:52:09","2016-12-29 16:52:09","\N","3047","3","2016-12-29","2073-09-14","Phone","In Progress","Call Back him tomorrow","t","2016-12-30","2073-09-15"
"456","103","103","\N","2016-12-29 16:54:05","2016-12-29 16:54:05","\N","3046","3","2016-12-29","2073-09-14","Phone","Open","CALL NOT RECEIVE","t","2016-12-30","2073-09-15"
"457","103","103","\N","2016-12-29 16:56:43","2016-12-29 16:56:43","\N","3045","3","2016-12-29","2073-09-14","Phone","In Progress","Busy cant visit today.will visit tomorrow for quotation.","t","2016-12-30","2073-09-15"
"417","103","103","\N","2016-12-28 17:24:33","2017-01-31 10:28:34","\N","3138","3","2016-12-31","2073-09-16","Phone","Completed","","f","\N","\N"
"446","106","106","\N","2016-12-29 12:37:58","2017-02-05 15:40:07","\N","2997","6","2017-02-05","2073-10-23","Phone","Completed","Call not received","f","\N","\N"
"454","103","103","\N","2016-12-29 16:43:58","2017-02-05 17:55:20","\N","3137","3","2017-01-01","2073-09-17","Phone","Completed","Number Mistake","f","\N","\N"
"416","103","103","\N","2016-12-28 17:21:03","2017-02-05 17:55:47","\N","3137","3","2016-12-31","2073-09-16","Phone","Completed","Number Mistake","f","\N","\N"
"458","108","108","\N","2016-12-29 16:59:35","2016-12-29 16:59:35","\N","3171","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"459","108","108","\N","2016-12-29 17:00:55","2016-12-29 17:00:55","\N","3172","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"460","103","103","\N","2016-12-29 17:01:23","2016-12-29 17:01:23","\N","3026","3","2016-12-29","","Phone","In Progress","Require three units but need discussion on meeting.waiting discount for 3 units.Call him on sunday","t","2017-01-01","2073-09-17"
"461","108","108","\N","2016-12-29 17:02:20","2016-12-29 17:02:20","\N","3173","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"464","108","108","\N","2016-12-29 17:47:03","2016-12-29 17:47:03","\N","3176","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"465","108","108","\N","2016-12-29 17:48:33","2016-12-29 17:48:33","\N","3177","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"466","108","108","\N","2016-12-29 17:49:43","2016-12-29 17:49:43","\N","3178","8","2016-12-31","2073-09-16","\N","Open","\N","\N","\N","\N"
"467","109","109","\N","2016-12-29 17:51:35","2016-12-29 17:51:35","\N","3179","9","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"468","108","108","\N","2016-12-29 18:34:32","2016-12-29 18:34:32","\N","3180","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"469","108","108","\N","2016-12-29 18:39:31","2016-12-29 18:39:31","\N","3181","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"470","108","108","\N","2016-12-29 18:45:08","2016-12-29 18:45:08","\N","3182","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"471","108","108","\N","2016-12-29 18:47:44","2016-12-29 18:47:44","\N","3183","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"472","108","108","\N","2016-12-29 18:50:56","2016-12-29 18:50:56","\N","3184","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"473","108","108","\N","2016-12-29 18:53:04","2016-12-29 18:53:04","\N","3185","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"474","108","108","\N","2016-12-29 18:56:32","2016-12-29 18:56:32","\N","3186","8","2016-11-22","2073-08-07","\N","Open","\N","\N","\N","\N"
"475","108","108","\N","2016-12-29 18:59:07","2016-12-29 18:59:07","\N","3187","8","2016-11-22","2073-08-07","\N","Open","\N","\N","\N","\N"
"476","108","108","\N","2016-12-29 19:01:18","2016-12-29 19:01:18","\N","3188","8","2016-11-22","2073-08-07","\N","Open","\N","\N","\N","\N"
"477","108","108","\N","2016-12-29 19:03:44","2016-12-29 19:03:44","\N","3189","8","2016-11-22","2073-08-07","\N","Open","\N","\N","\N","\N"
"478","108","108","\N","2016-12-29 19:07:28","2016-12-29 19:07:28","\N","3190","8","2016-11-22","2073-08-07","\N","Open","\N","\N","\N","\N"
"479","109","109","\N","2016-12-30 10:58:03","2016-12-30 10:58:03","\N","3191","9","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"480","109","109","\N","2016-12-30 11:05:14","2016-12-30 11:05:14","\N","3192","9","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"481","109","109","\N","2016-12-30 11:12:09","2016-12-30 11:12:09","\N","3193","\N","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"482","109","109","\N","2016-12-30 11:17:45","2016-12-30 11:17:45","\N","3194","9","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"483","116","116","\N","2016-12-30 11:36:40","2016-12-30 11:36:40","\N","3195","12","2016-11-10","2073-07-25","\N","Open","\N","\N","\N","\N"
"484","116","116","\N","2016-12-30 11:39:12","2016-12-30 11:39:12","\N","3196","12","2016-11-11","2073-07-26","\N","Open","\N","\N","\N","\N"
"485","116","116","\N","2016-12-30 11:42:17","2016-12-30 11:42:17","\N","3197","12","2016-11-11","2073-07-26","\N","Open","\N","\N","\N","\N"
"486","116","116","\N","2016-12-30 11:44:13","2016-12-30 11:44:13","\N","3198","12","2016-11-11","2073-07-26","\N","Open","\N","\N","\N","\N"
"487","116","116","\N","2016-12-30 11:46:24","2016-12-30 11:46:24","\N","3199","12","2016-11-12","2073-07-27","\N","Open","\N","\N","\N","\N"
"488","116","116","\N","2016-12-30 11:48:30","2016-12-30 11:48:30","\N","3200","12","2016-11-12","2073-07-27","\N","Open","\N","\N","\N","\N"
"489","116","116","\N","2016-12-30 11:51:03","2016-12-30 11:51:03","\N","3201","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"490","116","116","\N","2016-12-30 11:54:24","2016-12-30 11:54:24","\N","3202","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"491","116","116","\N","2016-12-30 11:58:03","2016-12-30 11:58:03","\N","3203","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"492","116","116","\N","2016-12-30 12:03:02","2016-12-30 12:03:02","\N","3204","\N","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"493","108","108","\N","2016-12-30 12:04:02","2016-12-30 12:04:02","\N","3205","8","2016-10-20","2073-07-04","\N","Open","\N","\N","\N","\N"
"494","116","116","\N","2016-12-30 12:05:54","2016-12-30 12:05:54","\N","3206","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"495","116","116","\N","2016-12-30 12:09:08","2016-12-30 12:09:08","\N","3207","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"496","116","116","\N","2016-12-30 12:11:52","2016-12-30 12:11:52","\N","3208","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"497","116","116","\N","2016-12-30 12:14:12","2016-12-30 12:14:12","\N","3209","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"498","116","116","\N","2016-12-30 12:16:32","2016-12-30 12:16:32","\N","3210","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"499","116","116","\N","2016-12-30 12:18:34","2016-12-30 12:18:34","\N","3211","12","2016-11-17","2073-08-02","\N","Open","\N","\N","\N","\N"
"500","116","116","\N","2016-12-30 12:20:20","2016-12-30 12:20:20","\N","3212","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"501","116","116","\N","2016-12-30 12:22:09","2016-12-30 12:22:09","\N","3213","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"502","116","116","\N","2016-12-30 12:24:12","2016-12-30 12:24:12","\N","3214","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"503","116","116","\N","2016-12-30 12:37:12","2016-12-30 12:37:12","\N","3215","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"504","116","116","\N","2016-12-30 12:40:20","2016-12-30 12:40:20","\N","3216","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"505","116","116","\N","2016-12-30 12:42:27","2016-12-30 12:42:27","\N","3217","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"506","116","116","\N","2016-12-30 12:44:24","2016-12-30 12:44:24","\N","3218","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"507","116","116","\N","2016-12-30 12:46:10","2016-12-30 12:46:10","\N","3219","12","2016-11-18","2073-08-03","\N","Open","\N","\N","\N","\N"
"508","106","106","\N","2016-12-30 12:54:21","2016-12-30 12:54:21","\N","2828","6","2016-12-29","2073-09-14","Visit","In Progress","Vehicle delivered to customer
Down payment Rs. 8,76,000/-
","f","\N","\N"
"512","104","104","\N","2016-12-30 13:25:29","2016-12-30 13:25:29","\N","2964","4","2016-12-30","2073-09-15","Phone","In Progress","bank not confirmed so will call later","t","2017-01-08","2073-09-24"
"515","104","104","\N","2016-12-30 13:43:42","2016-12-30 13:43:42","\N","2817","4","2016-12-30","2073-09-15","Phone","In Progress","plan to purchased baleno","t","2017-01-06","2073-09-22"
"510","106","106","\N","2016-12-30 13:18:45","2017-02-05 15:05:42","\N","3038","6","2017-02-05","2073-10-23","Phone","Completed","Still in follow up. Will contact himself.","f","\N","\N"
"463","104","104","\N","2016-12-29 17:42:30","2017-02-06 11:23:17","\N","3175","4","2017-02-06","2073-10-24","Phone","Completed","CALL NOT RECEIVED","f","\N","\N"
"516","103","103","\N","2016-12-30 15:39:06","2016-12-30 15:39:06","\N","3046","3","2016-12-30","","Phone","Open","Not decided yet.will visit next week.","t","2017-01-04","2073-09-20"
"517","109","109","\N","2016-12-30 16:00:15","2016-12-30 16:00:15","\N","3221","9","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"519","109","109","\N","2016-12-30 16:31:51","2016-12-30 16:31:51","\N","3223","9","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"520","109","109","\N","2016-12-30 16:33:29","2016-12-30 16:33:29","\N","3224","9","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"521","111","111","\N","2016-12-30 17:12:42","2016-12-30 17:12:42","\N","3225","11","2016-11-20","2073-08-05","\N","Open","\N","\N","\N","\N"
"522","111","111","\N","2016-12-30 17:16:25","2016-12-30 17:16:25","\N","3226","11","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
"523","111","111","\N","2016-12-30 17:19:24","2016-12-30 17:19:24","\N","3227","11","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
"524","111","111","\N","2016-12-30 17:25:28","2016-12-30 17:25:28","\N","3228","11","2016-12-05","2073-08-20","\N","Open","\N","\N","\N","\N"
"525","111","111","\N","2016-12-30 17:28:40","2016-12-30 17:28:40","\N","3229","11","2016-12-05","2073-08-20","\N","Open","\N","\N","\N","\N"
"526","111","111","\N","2016-12-30 17:37:12","2016-12-30 17:37:12","\N","3230","11","2016-12-07","2073-08-22","\N","Open","\N","\N","\N","\N"
"527","111","111","\N","2016-12-30 17:48:33","2016-12-30 17:48:33","\N","3231","11","2016-12-08","2073-08-23","\N","Open","\N","\N","\N","\N"
"528","111","111","\N","2016-12-30 17:53:44","2016-12-30 17:53:44","\N","3232","11","2016-12-08","2073-08-23","\N","Open","\N","\N","\N","\N"
"531","116","116","\N","2017-01-01 10:55:27","2017-01-01 10:55:27","\N","3235","12","2016-11-19","2073-08-04","\N","Open","\N","\N","\N","\N"
"415","106","106","\N","2016-12-28 17:18:37","2017-01-31 10:34:30","\N","3136","6","2016-12-28","2073-09-13","Visit","Completed","Will start banking process from Global IME Bank
","f","\N","\N"
"511","106","106","\N","2016-12-30 13:23:29","2017-01-31 10:53:18","\N","3220","6","2017-01-02","2073-09-18","Phone","Completed","","f","\N","\N"
"518","106","106","\N","2016-12-30 16:25:18","2017-01-31 11:16:12","\N","3222","6","2017-01-02","2073-09-18","Phone","Completed","","f","\N","\N"
"509","106","106","\N","2016-12-30 13:08:31","2017-01-31 12:06:38","\N","2931","6","2017-01-31","2073-10-18","Visit","Completed","","f","\N","\N"
"529","116","116","\N","2017-01-01 10:40:18","2017-02-05 16:16:38","\N","3233","12","2016-11-19","2073-08-04","Phone","Postponed","","f","\N","\N"
"530","116","116","\N","2017-01-01 10:53:36","2017-02-05 16:59:29","\N","3234","12","2016-11-20","2073-08-05","Phone","Postponed","","f","\N","\N"
"514","104","104","\N","2016-12-30 13:37:11","2017-02-06 11:22:48","\N","2815","4","2017-02-06","2073-10-24","Phone","Completed","WILL COME SHOWROOM","f","\N","\N"
"532","116","116","\N","2017-01-01 11:03:16","2017-01-01 11:03:16","\N","3236","12","2016-11-19","2073-08-04","\N","Open","\N","\N","\N","\N"
"533","116","116","\N","2017-01-01 11:05:32","2017-01-01 11:05:32","\N","3237","12","2016-11-19","2073-08-04","\N","Open","\N","\N","\N","\N"
"534","116","116","\N","2017-01-01 11:22:01","2017-01-01 11:22:01","\N","3238","12","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"535","116","116","\N","2017-01-01 11:27:14","2017-01-01 11:27:14","\N","3239","12","2016-11-21","2073-08-06","\N","Open","\N","\N","\N","\N"
"536","116","116","\N","2017-01-01 11:29:31","2017-01-01 11:29:31","\N","3240","12","2016-11-21","2073-08-06","\N","Open","\N","\N","\N","\N"
"537","116","116","\N","2017-01-01 11:35:11","2017-01-01 11:35:11","\N","3241","12","2016-11-21","2073-08-06","\N","Open","\N","\N","\N","\N"
"538","116","116","\N","2017-01-01 11:37:03","2017-01-01 11:37:03","\N","3242","12","2016-11-21","2073-08-06","\N","Open","\N","\N","\N","\N"
"539","110","110","\N","2017-01-01 12:17:45","2017-01-01 12:17:45","\N","3243","10","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"540","110","110","\N","2017-01-01 12:19:06","2017-01-01 12:19:06","\N","3244","10","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"541","110","110","\N","2017-01-01 12:21:30","2017-01-01 12:21:30","\N","3245","10","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"542","110","110","\N","2017-01-01 12:23:15","2017-01-01 12:23:15","\N","3246","10","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"543","110","110","\N","2017-01-01 12:33:35","2017-01-01 12:33:35","\N","3247","10","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"544","111","111","\N","2017-01-01 12:36:00","2017-01-01 12:36:00","\N","3248","11","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"545","111","111","\N","2017-01-01 12:37:26","2017-01-01 12:37:26","\N","3249","11","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"546","111","111","\N","2017-01-01 12:38:43","2017-01-01 12:38:43","\N","3250","11","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"548","111","111","\N","2017-01-01 12:44:07","2017-01-01 12:44:07","\N","3252","11","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"549","111","111","\N","2017-01-01 12:46:59","2017-01-01 12:46:59","\N","3253","11","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"550","108","108","\N","2017-01-01 12:56:33","2017-01-01 12:56:33","\N","3254","8","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"551","109","109","\N","2017-01-01 13:01:05","2017-01-01 13:01:05","\N","3255","9","2017-01-02","2073-09-18","\N","Open","\N","\N","\N","\N"
"552","116","116","\N","2017-01-01 13:04:30","2017-01-01 13:04:30","\N","3256","12","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"553","116","116","\N","2017-01-01 13:06:01","2017-01-01 13:06:01","\N","3257","12","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"554","116","116","\N","2017-01-01 13:07:25","2017-01-01 13:07:25","\N","3258","12","2017-01-01","2073-09-17","\N","Open","\N","\N","\N","\N"
"556","116","116","\N","2017-01-01 15:09:33","2017-01-01 15:09:33","\N","3260","12","2016-11-21","2073-08-06","\N","Open","\N","\N","\N","\N"
"557","116","116","\N","2017-01-01 15:11:56","2017-01-01 15:11:56","\N","3261","12","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
"558","116","116","\N","2017-01-01 15:14:06","2017-01-01 15:14:06","\N","3262","12","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
"559","116","116","\N","2017-01-01 15:15:59","2017-01-01 15:15:59","\N","3263","12","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
